Window_title,Title,Description1,Category1,Description2,Category2,Value,Value_unit,Value_1,Value_1_unit,Comparison,Timestamp,Chart_info
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/11/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/12/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/13/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/14/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/15/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/16/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/17/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/18/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/19/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/20/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/21/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/22/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/23/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/24/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/25/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/26/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/27/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/28/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/29/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/30/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/31/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/01/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/02/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/03/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/04/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/05/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/06/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/07/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/08/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/09/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/10/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/11/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/12/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/13/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/14/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/15/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/16/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/17/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/18/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/19/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/20/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/21/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/22/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/23/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/24/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/25/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/26/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/27/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/28/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/29/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/30/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/31/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/01/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/02/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/03/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/04/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/05/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/06/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/07/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/08/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/09/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/10/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/11/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/12/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/13/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/14/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/15/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/16/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/17/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/18/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/19/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/20/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/21/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/22/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/23/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/24/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/25/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/26/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/27/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/28/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/29/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/30/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/01/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/02/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/03/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/04/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/05/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/06/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/07/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/08/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/09/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/10/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/11/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/12/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/13/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/14/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/15/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/16/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/17/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/18/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/19/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/20/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/21/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/22/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/23/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/24/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/25/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/26/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/27/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/28/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/29/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/30/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/31/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/01/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/02/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/03/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/04/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/05/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/06/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/07/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/08/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/09/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/10/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/11/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/12/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/13/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/14/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/15/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/16/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/17/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/18/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/19/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/20/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/21/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/22/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/23/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/24/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/25/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/26/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/27/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/28/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/29/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,11/30/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/01/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/02/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/03/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/04/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/05/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/06/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/07/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/08/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/09/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/10/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/11/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/12/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/13/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/14/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/15/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/16/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/17/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/18/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/19/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/20/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/21/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/22/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/23/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/24/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/25/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/26/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/27/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/28/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/29/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/30/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,12/31/2021,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,01/01/2022,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,01/02/2022,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,01/03/2022,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,01/04/2022,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,01/05/2022,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,01/06/2022,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,01/07/2022,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,01/08/2022,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,01/09/2022,Measures,Threshold (%),5,percentage,,"",,11/04/2022,""
